Y_angle

88
81
75
69
63
57
51
45
39
33
28
22
16
10
4
-1
-6
-11
-16
-21
-26
-31
-36
-41
-46
-50
-55
-60
-64
-69
-74
-78
-82
-87
-90
-85
-81
-76
-72
-68
-63
-58
-53
-48
-43
-39
-35
-30
-25
-20
-15
-10
-5
0
3
6
10
13
16
19
22
26
29
32
35
39
42
45
48
51
54
57
60
63
66
70
73
76
79
82
85
88
88
80
72
64
56
48
40
33
25
17
9
1
-6
-13
-19
-26
-33
-40
-47
-54
-61
-68
-75
-82
-88
-90
-83
-76
-70
-63
-56
-50
-43
-36
-29
-22
-15
-8
-1
5
10
15
20
26
31
36
41
46
52
57
62
68
73
78
83
88
89
75
61
47
33
19
5
-8
-21
-34
-47
-60
-73
-85
-90
-77
-64
-51
-39
-27
-15
-2
10
22
33
44
56
68
79
88
72
56
40
24
8
-7
-22
-37
-52
-67
-82
-90
-75
-60
-46
-31
-17
-2
11
25
39
52
65
78
89
71
53
35
17
0
-17
-34
-51
-68
-85
-90
-73
-56
-39
-22
-5
11
27
42
57
73
88
88
68
48
28
8
-11
-30
-49
-68
-87
-90
-71
-52
-34
-15
3
21
39
56
74
88
57
26
-4
-34
-64
-90
-60
-30
0
29
57
85
88
37
-14
-64
-90
-40
9
58
88
16
-54
-90
-19
50
88
6
-75
-75
4
83
85
78
71
64
57
50
43
36
29
22
15
8
1
-5
-11
-17
-23
-29
-35
-40
-45
-50
-55
-61
-66
-71
-76
-81
-85
-90
-85
-80
-75
-70
-65
-60
-55
-50
-45
-41
-37
-33
-29
-24
-19
-14
-9
-4
0
4
8
11
15
19
23
27
30
34
37
40
43
46
49
52
55
59
63
66
69
72
75
78
81
84
87
74
61
48
35
22
9
-3
-15
-27
-38
-49
-60
-71
-82
-90
-80
-70
-59
-48
-38
-28
-17
-6
4
14
24
33
42
51
60
69
78
85
78
71
64
57
50
43
36
29
22
15
8
1
-5
-11
-16
-22
-27
-32
-37
-42
-47
-52
-57
-62
-67
-72
-77
-82
-86
-90
-85
-80
-75
-71
-66
-62
-58
-53
-48
-43
-39
-35
-31
-27
-22
-17
-12
-7
-2
2
6
10
14
18
22
26
29
33
36
39
42
45
48
51
54
57
60
63
66
69
72
75
78
81
84
87
74
61
48
35
22
9
-3
-15
-27
-38
-49
-60
-71
-82
-90
-80
-70
-60
-50
-40
-29
-19
-8
2
11
20
29
38
48
57
66
75
84
89
74
60
45
30
15
0
-14
-27
-40
-53
-66
-79
-90
-77
-65
-53
-41
-29
-17
-4
7
19
30
41
52
63
74
85
89
72
55
39
22
5
-11
-27
-42
-57
-72
-87
-90
-76
-62
-48
-34
-19
-4
10
23
36
49
62
75
87
68
49
30
11
-7
-24
-41
-58
-75
-90
-74
-58
-42
-26
-10
6
22
37
52
67
82
89
59
29
0
-28
-56
-84
-90
-63
-36
-8
19
45
71
86
79
72
65
58
51
44
37
30
23
16
9
2
-4
-10
-15
-20
-25
-30
-35
-40
-45
-50
-55
-60
-65
-70
-75
-80
-85
-90
-85
-80
-76
-72
-68
-64
-59
-54
-49
-44
-40
-36
-32
-28
-24
-19
-14
-10
-5
0
4
7
11
15
19
23
27
30
33
37
40
43
46
49
52
55
58
61
64
67
70
73
75
78
80
83
86
89
75
62
49
36
23
10
-2
-14
-25
-36
-47
-58
-69
-80
-90
-79
-69
-59
-48
-38
-28
-17
-6
4
14
24
33
43
52
62
71
80
88
73
58
43
28
13
-1
-15
-28
-41
-54
-67
-80
-90
-77
-65
-53
-41
-29
-17
-4
7
19
30
41
52
63
74
85
89
72
55
39
22
5
-10
-25
-40
-55
-70
-84
-90
-76
-61
-47
-33
-19
-4
10
24
37
50
63
75
88
70
51
32
13
-5
-23
-40
-57
-74
-90
-74
-58
-42
-26
-10
6
22
37
52
67
82
89
59
29
0
-29
-57
-85
-90
-63
-36
-8
19
45
71
89
39
-10
-58
-90
-43
4
50
89
19
-49
-90
-22
44
89
9
-69
-90
-12
64
